kind,id,name,latin,ta2,ta2_la,ta2_en,ta2_path,tna,tna_la,tna_en,tna_path,wd,ta98,wd_en,wd_tr,wd_tr_aliases,trwiki,trwiki_redirects,relation,match,alt,note,decision
structures,nerve-pudendal,Pudendal nerve,,6554,Nervus pudendalis,Pudendal nerve,Rami Partis Anterioris Plexus Sacralis < Plexus Lumbosacralis < Systema Nervosum,3370,Nervus pudendus,Pudendal nerve,Rami Partis Anterioris < Plexus Lumbosacralis < Pars Peripherica,Q1753038,A14.2.07.037,pudendal nerve,,,,,exact,ta2:en tna:en wd:en,,TA2/TNA Latin differ,
structures,nerve-radial,Radial nerve,Nervus radialis,6431,Nervus radialis,Radial nerve,Rami Fasciculi Posterioris Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3071,Nervus radialis,Radial nerve,Rami Fasciculi Posterioris < Plexus Brachialis < Pars Peripherica,Q1365325,A14.2.03.049,radial nerve,radyal sinir,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-sciatic,Sciatic nerve,Nervus ischiadicus,6569,Nervus ischiadicus,Sciatic nerve,Plexus Lumbosacralis < Systema Nervosum < Systemata Integrantia,3386,Nervus ischiadicus,Sciatic nerve,Plexus Lumbosacralis < Pars Peripherica < Systema Nervosum,Q307869,A14.2.07.046,sciatic nerve,Siyatik sinir,,Siyatik sinir,Nervus ischiadicus; İskiyatik sinir,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-superficial-radial,Superficial branch of the radial nerve,,6438,Ramus superficialis nervi radialis,Superficial branch of radial nerve,Nervus radialis < Rami Fasciculi Posterioris Plexus Brachialis < Plexus Brachialis,,,,,Q7643300,A14.2.03.056,superficial branch of radial nerve,,,,,fuzzy,ta2:fuzzy wd:fuzzy,,fuzzy,
structures,nerve-superior-gluteal,Superior gluteal nerve,,6543,Nervus gluteus superior,Superior gluteal nerve,Rami Partis Posterioris Plexus Sacralis < Plexus Lumbosacralis < Systema Nervosum,3379,Nervus gluteus superior,Superior gluteal nerve,Rami Partis Posterioris < Plexus Lumbosacralis < Pars Peripherica,Q1761014,A14.2.07.031,superior gluteal nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-suprascapular,Suprascapular nerve,Nervus suprascapularis,6411,Nervus suprascapularis,Suprascapular nerve,Rami Supraclaviculares Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3057,Nervus suprascapularis,Suprascapular nerve,Rami Supraclaviculares < Plexus Brachialis < Pars Peripherica,Q559526,A14.2.03.014,suprascapular nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-sural,Sural nerve,,6586,Nervus suralis,Sural nerve,Nervus cutaneus medialis surae < Nervus tibialis < Nervus Ischiadicus,3403,Nervus suralis,Sural nerve,Nervus cutaneus surae medialis < Nervus tibialis < Nervus Ischiadicus,Q6135922,A14.2.07.062,sural nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-thoracodorsal,Thoracodorsal nerve,,6430,Nervus thoracodorsalis,Thoracodorsal nerve,Rami Fasciculi Posterioris Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3070,Nervus thoracodorsalis,Thoracodorsal nerve,Rami Fasciculi Posterioris < Plexus Brachialis < Pars Peripherica,Q143633,A14.2.03.016,thoracodorsal nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-tibial,Tibial nerve,Nervus tibialis,6582,Nervus tibialis,Tibial nerve,Nervus Ischiadicus < Plexus Lumbosacralis < Systema Nervosum,3399,Nervus tibialis,Tibial nerve,Nervus Ischiadicus < Plexus Lumbosacralis < Pars Peripherica,Q1978198,A14.2.07.058,tibial nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-ulnar,Ulnar nerve,Nervus ulnaris,6449,Nervus ulnaris,Ulnar nerve,Rami Fasciculi Medialis Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3090,Nervus ulnaris,Ulnar nerve,Rami Fasciculi Medialis < Plexus Brachialis < Pars Peripherica,Q254580,A14.2.03.040,ulnar nerve,ulnar sinir,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerves-dorsal-cutaneous-foot,Dorsal cutaneous nerves of the foot,,6577,Nervus cutaneus intermedius dorsalis pedis,Intermediate dorsal cutaneous nerve of foot,Nervus fibularis superficialis < Nervus fibularis communis < Nervus Ischiadicus,,,,,Q17067224,A14.2.07.053,intermediate dorsal cutaneous nerve,,,,,fuzzy,ta2:fuzzy wd:fuzzy,"ta2:6576 ""Nervus cutaneus medialis dorsalis pedis"" (fuzzy) | wd:Q16999361 ""medial dorsal cutaneous nerve"" (fuzzy)",fuzzy; ambiguous,
structures,nerves-pectoral,Medial and lateral pectoral nerves,,6419,Nervus pectoralis lateralis,Lateral pectoral nerve,Rami Fasciculi Lateralis Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3060,Nervus pectoralis lateralis,Lateral pectoral nerve,Rami Fasciculi Lateralis < Plexus Brachialis < Pars Peripherica,Q1978103,A14.2.03.017,medial pectoral nerve,,,,,narrower,ta2:en tna:en wd:en,"ta2:6444 ""Nervus pectoralis medialis"" (en) | tna:3084 ""Nervus pectoralis medialis"" (en) | wd:Q2575284 ""Lateral pectoral nerve"" (en)",Wikidata TA2 id 6444 is not 6419; ambiguous,
structures,neuromuscular-junction,Neuromuscular junction,Junctio neuromuscularis,,,,,225,Synapsis neuromuscularis,Neuromuscular synapse,Cellulae Textus Nervosi < Systema Nervosum,,,,,,,,synonym,tna:latin-syn,,our Latin differs from TNA,
structures,nuclei-viscero-sensory-motor,Viscero-sensory-motor nuclei complex,,,,,,,,,,,,,,,,,related,,"related ta2:5545 ""Nuclei magnocellulares telencephali basalis"" | related ta2:6008 ""Nucleus tractus solitarii"" | related ta2:6010 ""Nucleus nervi hypoglossi"" | related ta2:6020 ""Nucleus prepositus""",no single TA concept; related terms in alt,
structures,nucleus-accumbens,Nucleus accumbens,Nucleus accumbens,5558,Nucleus accumbens,Nucleus accumbens,Striatum ventrale < Pars Basalis Telencephali < Cerebrum,2582,Nucleus accumbens,Nucleus accumbens,Striatum ventrale < Striatum < Telencephalon,Q1476178,A14.1.09.440,nucleus accumbens,Çekirdek akumbens,,Çekirdek Akumbens,,exact,ta2:latin tna:latin wd:latin,"ta2:5557 ""Striatum ventrale"" (syn) | tna:2580 ""Striatum ventrale"" (syn) | wd:Q7920296 ""ventral striatum"" (syn)",,
structures,nucleus-ambiguus,Nucleus ambiguus,Nucleus ambiguus,6011,Nucleus ambiguus,Nucleus ambiguus,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,1052,Nucleus ambiguus,Nucleus ambiguus,Nuclei Branchiomotorii < Myelencephalon < Pars Centralis,Q1003805,A14.1.04.253,nucleus ambiguus,Nucleus ambiguus,,Nucleus ambiguus,,exact,ta2:latin tna:latin wd:latin,,,
structures,nucleus-basalis-meynert,Nucleus basalis of Meynert,,5546,Nucleus basalis,Nucleus basalis,Nuclei magnocellulares telencephali basalis < Pars Basalis Telencephali < Cerebrum,2532,Nucleus basalis,Basal nucleus,Substantia Basalis < Telencephalon < Pars Centralis,Q1813830,A14.1.09.418,nucleus basalis of Meynert,,,,,synonym,ta2:syn tna:syn wd:en,,,
structures,nucleus-cuneiform,Cuneiform nucleus,,5900,Nucleus cuneiformis,Cuneiform nucleus,Formatio reticularis mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1405,Nucleus cuneiformis,Cuneiform nucleus,Nuclei Reticulares < Mesencephalon < Pars Centralis,,,,,,,,exact,ta2:en tna:en,,,
structures,nucleus-gracilis-cuneatus,Gracile and cuneate nuclei,,5998,Nucleus gracilis,Gracile nucleus,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,979,Nucleus gracilis,Gracile nucleus,Nuclei Somatosensorii < Myelencephalon < Pars Centralis,Q1517475,"A14.1.04.206, A14.1.04.017",cuneate nucleus,nucleus cuneatus,,,,narrower,ta2:en tna:en wd:en,"ta2:5999 ""Nucleus cuneatus"" (en) | tna:984 ""Nucleus cuneatus"" (en) | wd:Q2004195 ""gracile nucleus"" (en)",Wikidata TA2 id 5999 is not 5998; ambiguous,
structures,nucleus-laterodorsal-tegmental,Laterodorsal tegmental nucleus and central gray of the pons,,5894,Nucleus tegmentalis posterolateralis,Lateroposterior tegmental nucleus,Substantia grisea tegmenti mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1276,Nucleus tegmentalis dorsolateralis,Laterodorsal tegmental nucleus,Nuclei Cholinergici < Pons < Pars Centralis,Q17095874,A14.1.06.318,laterodorsal tegmental nucleus,,,,,narrower,ta2:syn tna:en wd:en,,TA2/TNA Latin differ,
structures,nucleus-microcellular-tegmental-parabigeminal,Microcellular tegmental and parabigeminal nuclei,,5889,Nucleus parabigeminalis,Parabigeminal nucleus,Substantia grisea tegmenti mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1438,Nucleus parabigeminalis,Parabigeminal nucleus,Nuclei Cholinergici < Mesencephalon < Pars Centralis,,,,,,,,narrower,ta2:en tna:en,,,
structures,nucleus-parabrachial-lateral,Lateral parabrachial nucleus,,,,,,1282,Nucleus parabrachialis lateralis,Lateral parabrachial nucleus,Nuclei parabrachiales < Nuclei Limbici < Pons,Q6495659,A14.1.05.441,lateral parabrachial nucleus,,,,,exact,tna:en wd:en,,,
structures,nucleus-parabrachial-medial,Medial parabrachial nucleus,,,,,,1287,Nucleus parabrachialis medialis,Medial parabrachial nucleus,Nuclei parabrachiales < Nuclei Limbici < Pons,Q6806070,A14.1.05.446,medial parabrachial nucleus,,,,,exact,tna:en wd:en,,,
structures,nucleus-parvicellular-reticular-alpha,"Parvicellular reticular nucleus, alpha part",,6030,Nucleus reticularis parvocellularis,Parvocellular reticular nucleus,Formatio Reticularis Medullae Oblongatae < Truncus Encephali < Systema Nervosum,1065,Nucleus reticularis parvocellularis,Parvocellular reticular nucleus,Nuclei Reticulares < Myelencephalon < Pars Centralis,Q7141376,A14.1.04.312,parvocellular reticular nucleus,,,,,fuzzy,ta2:fuzzy tna:fuzzy wd:fuzzy,"ta2:6029 ""Nucleus paragigantocellularis lateralis"" (fuzzy) | wd:Q4684739 ""adrenergic cell group C1"" (fuzzy)",fuzzy; ambiguous,
structures,nucleus-solitarius,Nucleus of the solitary tract,Nucleus tractus solitarii,6008,Nucleus tractus solitarii,Nucleus of solitary tract,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,,,,,Q119744,A14.1.04.230,solitary nucleus,Nucleus solitarius,,Nucleus solitarius,,exact,ta2:latin wd:syn,,,
structures,nucleus-subcoeruleus,Subcoeruleus nucleus,,5696,Nucleus dorsalis lateralis,Lateral dorsal nucleus,Nuclei dorsales thalami < Nuclei laterales thalami < Thalamus,1807,Nucleus dorsalis lateralis,Laterodorsal nucleus,Nuclei Anteriores Thalami < Diencephalon < Pars Centralis,Q6495596,A14.1.08.608,lateral dorsal nucleus of thalamus,,,,,fuzzy,ta2:fuzzy tna:fuzzy wd:via-ta2,,fuzzy,
structures,occipital-pole,Occipital pole,,5421,Polus occipitalis,Occipital pole,Hemisphaerium cerebri < Cerebrum < Systema Nervosum,2046,Polus occipitalis,Occipital pole,Lobus Occipitalis < Telencephalon < Pars Centralis,Q11488663,A14.1.09.133,occipital pole,,,,,exact,ta2:en tna:en wd:en,"ta2:5419 ""Polus frontalis"" (en) | ta2:5420 ""Polus temporalis"" (en) | wd:Q191561 ""poles of cerebral hemispheres"" (en)",ambiguous,
structures,oculomotor-nucleus,Oculomotor and Edinger–Westphal nuclei,Nucleus nervi oculomotorii; nucleus accessorius nervi oculomotorii,5893,Nucleus accessorius nervi oculomotorii,Accessory nucleus of oculomotor nucleus,Complexus oculomotorius < Substantia grisea tegmenti mesencephali < Tegmentum mesencephali,1396,Nucleus nervi oculomotorii,Nucleus of oculomotor nerve,Nuclei Somatomotorii < Mesencephalon < Pars Centralis,Q950852,A14.1.06.302,oculomotor nucleus,,,,,narrower,ta2:latin tna:latin wd:latin,"ta2:5892 ""Nucleus nervi oculomotorius"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2; Wikidata TA2 id 5892 is not 5893; TA2 5893 is a subdivision of TNA 1396,
structures,optic-chiasm,Optic chiasm,Chiasma opticum,5668,Chiasma opticum,Optic chiasm,Diencephalon < Cerebrum < Systema Nervosum,1727,Chiasma opticum,Optic chiasm,Hypothalamus < Diencephalon < Pars Centralis,Q1071710,A14.1.08.403,optic chiasm,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,pedunculopontine-nucleus,Pedunculopontine nucleus,,5895,Nucleus tegmentalis pedunculopontinus,Pedunculopontine tegmental nucleus,Substantia grisea tegmenti mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1277,Nucleus tegmentalis pedunculopontinus,Pedunculopontine tegmental nucleus,Nuclei Cholinergici < Pons < Pars Centralis,Q3345673,A14.1.06.336,pedunculopontine nucleus,,,,,synonym,ta2:syn tna:syn wd:en,"tna:1406 ""Regio locomotoria mesencephalica"" (syn)",ambiguous,
structures,periaqueductal-grey,Periaqueductal gray,Substantia grisea centralis,5909,Substantia grisea periaquaeductalis,Peri-aqueductal grey substance,Structurae Centrales Mesencephali < Truncus Encephali < Systema Nervosum,1485,Substantia grisea periaqueductalis,Periaqueductal grey substance,Substantia Grisea < Mesencephalon < Pars Centralis,Q1243765,A14.1.06.321,periaqueductal gray,,,,,synonym,ta2:latin tna:via-ta2 wd:latin,,our Latin differs from TA2,
structures,pia-mater,Pia mater,Pia mater,5405,Pia,Pia,Leptomeninges < Systema Nervosum < Systemata Integrantia,317,Pia mater,Pia mater,Leptomeninx < Pars Centralis < Systema Nervosum,Q1647118,A14.1.01.301,pia mater,Pia mater,,Pia mater,,synonym,ta2:latin-syn tna:latin wd:latin,,TA2/TNA Latin differ; our Latin differs from TA2; TNA 317 is a subdivision of TA2 5405,
structures,pineal-gland,Pineal gland,Glandula pinealis,3862,Glandula pinealis,Pineal gland,Glandulae Endocrinae < Systemata Integrantia,1712,Glandula pinealis,Pineal gland,Epithalamus < Diencephalon < Pars Centralis,Q198654,A11.2.00.001,pineal gland,Epifiz,Kozalaksı cisim; Pineal bez; Pineal gland,Epifiz,Epifiz bezi; Kozalaksı cisim; Pineal bez; Pineal gland,exact,ta2:latin tna:latin wd:latin,,,
structures,pituitary-infundibulum,Pituitary gland and infundibulum,Hypophysis; infundibulum,3853,Hypophysis,Hypophysis,Glandulae Endocrinae < Systemata Integrantia,1725,Infundibulum,Infundibulum,Neurohypophysis < Hypothalamus < Diencephalon,Q3350662,A11.1.00.007,pituitary stalk,,,,,narrower,ta2:latin tna:latin wd:latin,"ta2:3854 ""Glandula pituitaria"" (en) | ta2:3860 ""Truncus infundibularis"" (syn) | wd:Q156871 ""pituitary gland"" (en)",TA2/TNA Latin differ; our Latin differs from TA2; Wikidata TA2 id 3860 is not 3853,
structures,planum-polare,Planum polare,,,,,,,,,,,,,,,,,related,,"related ta2:5420 ""Polus temporalis"" | related ta2:5488 ""Lobus temporalis"" | related ta2:5489 ""Gyrus temporalis superior"" | related ta2:5490 ""Operculum temporale""",no single TA concept; related terms in alt,
structures,planum-temporale,Planum temporale,,5493,Planum temporale,Temporal plane,Gyrus temporalis superior < Lobus Temporalis < Cerebrum,2065,Planum temporale,Temporal plane,Lobus Temporalis < Telencephalon < Pars Centralis,Q1568920,A14.1.09.143,planum temporale,Şakak düzlüğü,,Şakak düzlüğü,,synonym,ta2:en tna:via-ta2 wd:en,,,
structures,plexus-brachial,Brachial plexus,Plexus brachialis,6395,Plexus brachialis,Brachial plexus,Systema Nervosum < Systemata Integrantia,3034,Plexus brachialis,Brachial plexus,Pars Peripherica < Systema Nervosum,Q846961,A14.2.03.001,brachial plexus,Brakial pleksus,,Brakial pleksus,,exact,ta2:latin tna:latin wd:latin,,,
structures,plexus-lumbosacral,Lumbar and sacral plexuses,Plexus lumbosacralis,6516,Plexus lumbosacralis,Lumbosacral plexus,Systema Nervosum < Systemata Integrantia,3338,Plexus lumbosacralis,Lumbosacral plexus,Pars Peripherica < Systema Nervosum,Q13566427,A14.2.07.001,lumbosacral plexus,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:6517 ""Plexus lumbalis"" (en) | ta2:6539 ""Plexus sacralis"" (en) | tna:3339 ""Plexus lumbalis"" (en) | tna:3361 ""Plexus sacralis"" (en) | wd:Q559439 ""lumbar plexus"" (en) | wd:Q2099513 ""sacral plexus"" (en)",,
structures,pontine-nuclei,Pontine nuclei and transverse pontine fibers,Nuclei pontis,5926,Nuclei pontis,Pontine nuclei,Pars Basilaris Pontis < Truncus Encephali < Systema Nervosum,1194,Nuclei pontis,Pontine nuclei,Substantia Grisea < Pons < Pars Centralis,Q7228296,A14.1.05.202,pontine nuclei,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5928 ""Fibrae transversae pontis"" (en) | tna:1213 ""Fibrae pontis transversae"" (en) | wd:Q66570064 ""transverse pontine tract"" (syn)",,
structures,posterior-commissure,Posterior commissure,,5749,Commissura posterior,Posterior commissure,Substantia Alba Diencephali < Cerebrum < Systema Nervosum,1706,Commissura posterior,Posterior commissure,Pretectum < Diencephalon < Pars Centralis,Q915729,A14.1.08.416,posterior commissure,,,,,exact,ta2:en tna:en wd:en,"ta2:5748 ""Commissura habenularum"" (syn) | wd:Q1115649 ""habenular commissure"" (syn)",,
structures,posterior-spinal-arteries,Posterior spinal arteries,Arteriae spinales posteriores,4527,Arteriae spinales posteriores,Posterior spinal arteries,Arteriae Medullae Spinalis < Carotis Interna < Systema Cardiovasculare,740,Arteriae spinales posteriores,Posterior spinal arteries,Arteriae Medullae Spinalis < Vasa Sanginea Medullae Spinalis < Pars Centralis,Q631471,,posterior spinal artery,posterior spinal arter,,Posterior spinal arter,,exact,ta2:latin tna:latin wd:en,"ta2:4543 ""Ramus spinalis posterior arteriae inferioris posterioris cerebelli"" (other) | tna:534 ""Arteria spinalis posterior"" (en) | wd:Q136118186 ""posterior spinal branch of posterior inferior cerebellar artery"" (other)",,
structures,pprf,Paramedian pontine reticular formation,,,,,,1258,Formatio reticularis pontis paramedianus,Paramedian pontine reticular formation,Nucleus reticularis pontis caudalis < Nuclei Reticulares < Pons,,,,,,,,exact,tna:en,,,
structures,precuneus,Precuneus,,5479,Precuneus,Precuneus,Lobus Parietalis < Cerebrum < Systema Nervosum,2134,Precuneus,Precuneus,Lobus Parietalis < Telencephalon < Pars Centralis,Q1632835,A14.1.09.223,precuneus,,,,,exact,ta2:en tna:en wd:en,,,
structures,presubiculum,Presubiculum,,,,,,2390,Presubiculum,Presubiculum,Periarchicortex < Telencephalon < Pars Centralis,Q66558795,A14.1.09.325,presubiculum,,,,,exact,tna:en wd:en,,,
structures,pretectal-area,Pretectal area,Area pretectalis,5739,Pretectum,Pretectum,Cerebrum < Systema Nervosum < Systemata Integrantia,1758,Area pretectalis,Pretectal area,Substantia Grisea < Diencephalon < Pars Centralis,Q640536,"A14.1.08.505, A14.1.08.506",pretectal area,,,,,synonym,ta2:latin-syn tna:latin wd:latin,"ta2:5740 ""Nuclei pretectales"" (syn) | tna:1705 ""Pretectum"" (latin-syn) | tna:1759 ""Nuclei pretectales"" (syn) | tna:1762 ""Nucleus pretectalis olivaris"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2,
structures,putamen,Putamen,Putamen,5566,Putamen,Putamen,Striatum dorsale < Corpus Striatum < Cerebrum,2565,Putamen,Putamen,Nucleus Lentiformis < Telencephalon < Pars Centralis,Q550934,A14.1.09.507,putamen,Putamen,,Putamen,,exact,ta2:latin tna:latin wd:latin,,,
structures,pyramid,Medullary pyramid and pyramidal decussation,,,,,,,,,,,,,,,,,related,,"related ta2:5985 ""Pyramis medullae oblongatae"" | related ta2:5568 ""Lamina medullaris lateralis nuclei lentiformis"" | related ta2:5571 ""Lamina medullaris medialis nuclei lentiformis"" | related ta2:5618 ""Fibrae corticospinales""",no single TA concept; related terms in alt,
structures,raphe-dorsal,Dorsal raphe nucleus,,5957,Nucleus posterior raphes,Posterior raphe nucleus,Nuclei raphes pontis < Raphe pontis < Substantia alba tegmenti pontis,1267,Nucleus raphes dorsalis,Dorsal raphe nucleus,Nuclei Raphes < Pons < Pars Centralis,Q5298804,A14.1.05.604,dorsal raphe nucleus,,,,,synonym,ta2:latin-syn tna:en wd:en,,TA2/TNA Latin differ,
structures,raphe-linear-caudal-rostral,Caudal-rostral linear raphe nucleus complex,,,,,,1430,Nucleus linearis caudalis,Caudal linear nucleus,Nuclei tegmentales ventrales < Nuclei Dopaminergici < Mesencephalon,,,,,,,,narrower,tna:syn,"tna:1431 ""Nucleus linearis rostralis"" (syn)",ambiguous,
structures,raphe-magnus,Raphe magnus nucleus,,6038,Nucleus magnus raphes,Magnus raphe nucleus,Nuclei raphes medullae oblongatae < Raphe medullae oblongatae < Substantia Alba Medullae Oblongatae,1078,Nucleus raphes magnus,Raphe magnus nucleus,Nuclei Raphes < Myelencephalon < Pars Centralis,Q17143534,A14.1.04.321,nucleus raphe magnus,,,,,synonym,ta2:latin-syn tna:en wd:latin-syn,,TA2/TNA Latin differ,
structures,raphe-median,Median raphe nucleus,,5956,Nucleus medianus raphes,Median raphe nucleus,Nuclei raphes pontis < Raphe pontis < Substantia alba tegmenti pontis,1266,Nucleus raphes medianus,Median raphe nucleus,Nuclei Raphes < Pons < Pars Centralis,Q6806127,A14.1.05.603,median raphe nucleus,,,,,exact,ta2:en tna:en wd:en,,TA2/TNA Latin differ,
structures,raphe-nuclei,Raphe nuclei,,5955,Nuclei raphes pontis,Pontine raphe nuclei,Raphe pontis < Substantia alba tegmenti pontis < Tegmentum Pontis,1075,Nuclei raphes,Raphe nuclei,Myelencephalon < Pars Centralis < Systema Nervosum,Q2061493,"A14.1.04.257, A14.1.04.318, A14.1.05.402, A14.1.05.601, A14.1.06.401",raphe nuclei,,,,,synonym,ta2:en tna:en wd:en,"ta2:6035 ""Nuclei raphes medullae oblongatae"" (en)",TA2/TNA Latin differ; ambiguous; TA2 5955 is a subdivision of TNA 1075,
structures,raphe-obscurus,Raphe obscurus nucleus,,6037,Nucleus obscurus raphes,Obscurus raphe nucleus,Nuclei raphes medullae oblongatae < Raphe medullae oblongatae < Substantia Alba Medullae Oblongatae,1077,Nucleus raphes obscurus,Raphe obscurus nucleus,Nuclei Raphes < Myelencephalon < Pars Centralis,Q17127342,A14.1.04.319,nucleus raphe obscurus,,,,,synonym,ta2:latin-syn tna:en wd:latin-syn,,TA2/TNA Latin differ,
structures,raphe-pallidus,Raphe pallidus nucleus,,6036,Nucleus pallidus raphes,Pallidus raphe nucleus,Nuclei raphes medullae oblongatae < Raphe medullae oblongatae < Substantia Alba Medullae Oblongatae,1076,Nucleus raphes pallidus,Raphe pallidus nucleus,Nuclei Raphes < Myelencephalon < Pars Centralis,Q7068289,A14.1.04.320,nucleus raphe pallidus,,,,,synonym,ta2:latin-syn tna:en wd:latin-syn,,TA2/TNA Latin differ,
structures,raphe-paramedian,Paramedian raphe nucleus,,,,,,1198,Nucleus paramedianus,Paramedian nucleus,Nuclei pontis < Substantia Grisea < Pons,,,,,,,,synonym,tna:syn,,,
structures,red-nucleus,Red nucleus,Nucleus ruber,5898,Nucleus ruber,Red nucleus,Substantia grisea tegmenti mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1443,Nucleus ruber,Red nucleus,Nuclei Precerebellares < Mesencephalon < Pars Centralis,Q1751717,A14.1.06.323,red nucleus,Kırmızı nükleus,,Kırmızı nükleus,Nucleus Ruber,exact,ta2:latin tna:latin wd:latin,,,
structures,reticular-formation-isthmic,Isthmic reticular formation,,,,,,,,,,,,,,,,,related,,"related ta2:5367 ""Formatio reticularis"" | related ta2:5899 ""Formatio reticularis mesencephali"" | related ta2:5948 ""Formatio reticularis pontis"" | related ta2:6026 ""Formatio reticularis medullae oblongatae""",no single TA concept; related terms in alt,
structures,reticular-formation-medullary-inferior,Inferior medullary reticular formation,,,,,,,,,,,,,,,,,related,,"related ta2:6026 ""Formatio reticularis medullae oblongatae"" | related ta2:5367 ""Formatio reticularis"" | related ta2:5899 ""Formatio reticularis mesencephali"" | related ta2:5948 ""Formatio reticularis pontis""",no single TA concept; related terms in alt,
structures,reticular-formation-medullary-superior,Superior medullary reticular formation,,6028,Nucleus gigantocellularis,Gigantocellular nucleus,Formatio Reticularis Medullae Oblongatae < Truncus Encephali < Systema Nervosum,1060,Nucleus gigantocellularis,Gigantocellular reticular nucleus,Nuclei Reticulares < Myelencephalon < Pars Centralis,Q5560217,A14.1.04.302,gigantocellular reticular nucleus,,,,,synonym,ta2:syn tna:syn wd:syn,,,
structures,reticular-formation-mesencephalic,Mesencephalic reticular formation,,5899,Formatio reticularis mesencephali,Reticular formation of midbrain,Tegmentum mesencephali < Pedunculus Cerebri < Truncus Encephali,1407,Formatio reticularis mesencephali,Mesencephalic reticular formation,Nuclei Reticulares < Mesencephalon < Pars Centralis,,,,,,,,synonym,ta2:en tna:en,,,
structures,reticular-formation-pontine,"Pontine reticular nucleus, oral and caudal parts",,,,,,1258,Formatio reticularis pontis paramedianus,Paramedian pontine reticular formation,Nucleus reticularis pontis caudalis < Nuclei Reticulares < Pons,,,,,,,,narrower,tna:syn,,,
structures,reticular-formation,Reticular formation,Formatio reticularis,5367,Formatio reticularis,Reticular formation,Systema Nervosum Centrale < Systema Nervosum < Systemata Integrantia,35,Formatio reticularis,Reticular formation,Textus Nervosus Centralis < Systema Nervosum,Q750588,"A14.1.00.021, A14.1.05.403, A14.1.06.327",reticular formation,Retiküler aktive edici sistem,,Retiküler aktive edici sistem,,exact,ta2:latin tna:latin wd:latin,,,
structures,rimlf,Rostral interstitial nucleus of the MLF (vertical gaze center),,,,,,,,,,,,,,,,,related,,"related tna:1781 ""Nucleus interstitialis rostralis fasciculi longitudinalis medialis"" | related ta2:5744 ""Nucleus interstitialis"" | related ta2:5950 ""Nucleus reticularis rostralis pontis"" | related tna:299 ""Cisternae basales rostrales""",no single TA concept; related terms in alt,
structures,roots-c5-t1,Cervical roots C5–T1,Radices C5–T1,,,,,,,,,,,,,,,,related,,"related ta2:6368 ""Plexus cervicalis posterior"" | related ta2:6374 ""Plexus cervicalis"" | related ta2:6375 ""Rami profundi plexus cervicalis"" | related ta2:6379 ""Rami musculares plexus cervicalis""",no single TA concept; related terms in alt,
structures,roots-l2-s1,Lumbosacral roots L2–S1,Radices L2–S1,,,,,,,,,,,,,,,,related,,"related ta2:6051 ""Intumescentia lumbosacralis"" | related ta2:6504 ""Truncus lumbosacralis"" | related ta2:6505 ""Divisio posterior trunci lumbosacralis"" | related ta2:6506 ""Divisio anterior trunci lumbosacralis""",no single TA concept; related terms in alt,
structures,segment-vertebral-levels,Spinal segments versus vertebral levels,,,,,,,,,,,,,,,,,related,,"related ta2:6610 ""(Ganglion vertebrale)"" | related ta2:6626 ""Nervus vertebralis"" | related ta2:6657 ""Plexus vertebralis"" | related tna:520 ""Arteria vertebralis""",no single TA concept; related terms in alt,
structures,septal-area,Septal area,,5548,Nuclei septales,Septal nuclei,Pars Basalis Telencephali < Cerebrum < Systema Nervosum,2545,Nuclei septales,Septal nuclei,Telencephalon < Pars Centralis < Systema Nervosum,Q7452044,A14.1.09.266,septal nuclei,,,,,synonym,ta2:syn tna:syn wd:syn,,,
structures,sinus-cavernous,Cavernous sinus,Sinus cavernosus,4860,Sinus cavernosus,Cavernous sinus,Sinus petrosus inferior < Sinus Venosi Durales < Vena Facialis Communis,711,Sinus cavernosus,Cavernous sinus,Sinus Durae Matris < Pars Centralis < Systema Nervosum,Q1457751,A12.3.05.116,cavernous sinus,kavernöz sinus,,Kavernöz sinus,,exact,ta2:latin tna:latin wd:latin,,,
